student_id,gender,department,semester,gpa_band,ds1_gpa,ds1_studytimeweekly,ds1_absences,ds1_tutoring,ds1_parentalsupport,ds1_extracurricular,ds1_sports,ds1_music,ds1_volunteering,ds1_parentaleducation,ds2_study_hours_per_day,ds2_sleep_hours_per_day,ds2_social_hours_per_day,ds2_physical_activity_hours_per_day,ds2_extracurricular_hours_per_day,ds2_stress_level,ds4_university_gpa,ds4_field_of_study,ds4_internships_completed,ds4_projects_completed,ds4_certifications,ds4_soft_skills_score,ds4_networking_score,ds4_job_offers,ds4_starting_salary,ds4_career_satisfaction,ds4_work_life_balance,ds4_current_job_level,ds5_major,ds5_interested_domain,ds5_future_career,ds5_projects,ds5_python,ds5_sql,ds5_java
STU_01503,0,Mechanical,4,very_low,0.88186635307777,11.448154519355302,19,0,2,0,0,0,0,1,6.0,6.8,0.3,9.4,1.5,Moderate,2.9,Business,1,4,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_01504,1,IT,3,low,2.05996665628182,0.3167614188974843,16,0,2,1,1,1,0,3,5.3,10.0,2.0,6.3,0.4,Low,2.9,Arts,0,2,0,6,4,0,35000,5,7,Entry,,,,,,,
STU_01505,0,IT,4,medium,2.7373779261627598,4.978870495937455,5,0,4,0,0,1,1,1,8.1,7.3,4.5,2.6,1.5,High,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,Computer Science,Game Development,Game Developer,Mobile Game Development,Weak,Strong,Average
STU_01506,0,Civil,8,very_low,0.680087787496653,11.985550356471837,24,0,1,0,0,0,0,3,5.7,5.0,1.0,9.3,3.0,High,3.0,Psychology,1,3,1,6,5,1,46000,6,7,Entry,,,,,,,
STU_01507,0,IT,5,very_low,1.1179648263826585,13.483842332300016,29,1,4,1,0,0,0,3,5.7,8.6,3.0,6.4,0.3,Low,2.9,Arts,0,2,0,6,5,0,34000,5,7,Entry,,,,,,,
STU_01508,1,ECE,1,medium,2.635341351261105,9.36922474174173,6,0,2,0,0,0,1,0,6.5,7.8,3.6,4.0,2.1,Moderate,3.0,Marketing,1,3,1,6,5,1,40000,6,8,Entry,Computer Science,Data Science,Data Scientist,Data Analytics,Average,Strong,Weak
STU_01509,0,IT,2,low,1.521013489971915,18.668266408991094,21,0,2,0,1,1,0,1,5.5,8.9,1.0,5.1,3.5,Low,3.0,Psychology,1,3,1,6,5,1,44000,6,8,Entry,,,,,,,
STU_01510,1,ECE,2,low,1.9915084140251773,11.942332400310068,13,0,2,0,1,0,1,1,6.0,6.8,0.3,9.4,1.5,Moderate,2.9,Psychology,1,3,1,6,5,1,44000,6,8,Entry,,,,,,,
STU_01511,0,Civil,7,low,1.65178667236737,12.97068318066685,25,0,3,1,1,1,0,2,5.7,8.6,3.0,6.4,0.3,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_01512,0,CSE,4,low,1.880909289765476,10.116184451846594,12,0,3,0,0,0,0,3,6.1,5.7,1.1,9.3,1.8,High,2.8,Arts,0,2,0,5,4,0,31000,5,7,Entry,,,,,,,
STU_01513,0,IT,3,low,2.366010872187284,18.738985078173908,12,1,2,0,1,0,0,1,6.8,8.9,4.0,1.3,3.0,Moderate,3.0,Psychology,1,3,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_01514,1,Civil,8,high,3.0811935547787432,8.25678795517813,6,1,2,0,0,1,0,0,8.2,5.3,4.5,3.8,2.2,High,3.5,Marketing,3,7,3,8,7,3,90000,8,6,Mid,Computer Science,Database Management,Database Administrator,SQL Database Administration,Weak,Strong,Average
STU_01515,0,CSE,5,low,2.3325403195354064,5.141921787902235,5,1,1,0,0,0,0,1,6.1,9.7,2.8,2.5,2.9,Moderate,3.0,Business,1,4,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_01516,0,IT,8,medium,2.948717671911921,10.367992532661304,2,0,2,0,1,0,0,1,6.0,7.1,3.4,4.4,3.1,Moderate,2.9,Arts,0,2,0,6,4,0,35000,5,7,Entry,Computer Science,Cloud Computing,Cloud Solutions Architect,AWS Deployment,Weak,Strong,Average
STU_01517,1,ECE,3,low,1.6010784880682591,12.8455632701423,20,0,4,0,0,1,0,2,5.4,6.9,1.9,6.2,3.6,Low,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,,,,,,,
STU_01518,0,ECE,5,low,1.5784416654580549,3.8257831339302872,13,0,3,0,0,0,0,2,7.0,7.1,5.8,1.4,2.7,Moderate,3.0,Business,1,4,1,6,5,1,56000,6,8,Entry,,,,,,,
STU_01519,0,CSE,2,low,2.1923631978552875,3.4957343009031594,12,1,4,0,0,0,0,2,5.4,6.9,1.9,6.2,3.6,Low,3.0,Psychology,1,3,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_01520,1,CSE,1,low,2.060172050067505,11.417060510886255,7,0,1,0,0,0,0,3,5.8,9.3,5.7,2.5,0.7,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_01521,1,IT,4,very_low,0.155004788411154,8.630162396952848,25,0,1,0,0,0,1,1,5.7,8.6,3.0,6.4,0.3,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_01522,0,CSE,3,very_low,1.0085719028530793,5.812859386130622,20,1,1,0,0,0,0,1,6.1,5.7,1.1,9.3,1.8,High,3.0,Arts,1,3,1,6,5,1,54000,6,8,Entry,,,,,,,
STU_01523,1,ECE,5,medium,2.9026593668557465,17.577622918257042,6,0,4,0,0,0,0,3,7.4,6.9,2.7,3.9,3.1,Moderate,3.0,Psychology,1,3,1,6,5,1,46000,6,7,Entry,Computer Science,Human-Computer Interaction,UX Designer,User Experience Researcher,Weak,Average,Strong
STU_01524,0,Mechanical,4,low,2.434532444006976,1.7926354660923582,5,0,1,1,0,1,0,1,5.2,8.4,0.1,7.9,2.4,Low,3.0,Psychology,1,3,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_01525,1,ECE,5,low,1.7899668741623316,16.524347515504402,20,1,2,1,0,0,0,1,5.9,6.3,1.4,7.0,3.4,Low,2.9,Psychology,1,3,1,6,5,1,44000,6,8,Entry,,,,,,,
STU_01526,1,IT,4,low,2.4610469629080955,19.441069492469765,16,0,4,1,0,0,0,1,5.3,10.0,2.0,6.3,0.4,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_01527,0,CSE,4,very_low,1.295594900495879,16.772435923961137,24,0,2,1,0,0,0,2,5.2,6.8,1.9,8.6,1.5,Low,3.0,Psychology,1,3,1,6,5,1,42000,6,8,Entry,,,,,,,
STU_01528,0,ECE,4,very_low,0.3478369759058787,15.272305979233137,28,1,3,0,0,0,0,2,5.8,7.0,0.3,9.5,1.4,Low,2.9,Business,1,4,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_01529,0,ECE,7,low,2.027841922241568,5.783565077128863,10,0,2,0,0,0,0,1,5.6,7.1,2.3,5.5,3.5,Low,3.0,Business,1,4,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_01530,0,CSE,3,very_high,3.625921730346796,19.46289422853817,6,1,3,1,1,0,0,2,8.6,7.8,1.0,2.7,3.9,High,3.6,Medicine,3,7,3,9,8,3,96000,9,6,Mid,Computer Science,Database Management,Database Administrator,SQL Query Optimization,Average,Strong,Weak
STU_01531,1,CSE,4,very_low,0.6903478839140333,18.19110856874405,25,0,1,0,0,1,0,2,6.8,8.9,4.0,1.3,3.0,Moderate,2.9,Arts,0,2,0,6,5,0,34000,5,7,Entry,,,,,,,
STU_01532,1,ECE,2,high,3.2759034528026745,17.18869165667102,4,0,2,0,1,0,0,2,6.3,6.6,1.0,8.1,2.0,Moderate,3.4,Law,2,5,2,8,7,2,82000,7,6,Mid,Computer Science,Biomedical Computing,Healthcare IT Specialist,Healthcare Data Analyst,Weak,Average,Strong
STU_01533,0,IT,2,low,1.580149839040757,2.075494172694814,17,0,3,0,0,0,0,3,5.4,6.9,1.9,6.2,3.6,Low,2.8,Arts,0,2,0,5,4,0,32000,5,7,Entry,,,,,,,
STU_01534,1,IT,6,very_low,1.4699645571762952,7.371249380554277,17,0,1,1,0,0,0,3,6.3,7.6,1.9,5.2,3.0,Moderate,2.9,Arts,0,2,0,6,5,0,34000,5,7,Entry,,,,,,,
STU_01535,1,CSE,3,medium,2.679085718058188,8.968156820318658,4,0,2,1,0,1,0,1,5.1,6.4,5.2,4.9,2.4,Low,3.0,Business,1,4,1,6,5,1,52000,6,8,Entry,Computer Science,Data Science,Data Scientist,Machine Learning,Average,Strong,Weak
STU_01536,0,IT,1,low,1.6398675504146123,8.483701114919524,14,0,0,0,1,0,0,2,6.2,6.1,0.4,9.8,1.5,Moderate,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,,,,,,,
STU_01537,1,CSE,7,high,3.4590447338738057,17.693499699066997,2,1,3,0,1,0,1,2,7.9,7.5,0.4,4.4,3.8,Moderate,3.5,Marketing,3,7,3,8,7,3,72000,8,7,Mid,Computer Science,Mobile App Development,Mobile App Developer,Android App,Average,Weak,Strong
STU_01538,0,IT,5,low,1.8889919304287464,16.78816075218544,15,0,1,0,0,0,0,2,5.3,10.0,2.0,6.3,0.4,Low,3.0,Arts,1,3,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_01539,0,Mechanical,6,very_low,1.499701931968684,18.982249137764946,19,0,3,0,0,0,0,1,5.5,6.7,5.2,4.8,1.8,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_01540,1,IT,7,low,1.5538733401089513,4.121475598743505,14,0,1,1,0,0,0,0,5.7,8.6,3.0,6.4,0.3,Low,2.9,Arts,0,2,0,6,5,0,34000,5,7,Entry,,,,,,,
STU_01541,1,Civil,8,medium,2.7952105534902603,15.265703804063184,7,0,1,0,0,0,0,0,5.9,6.5,5.6,3.7,2.3,Low,3.0,Business,1,4,1,6,5,1,56000,6,8,Entry,Computer Science,Machine Learning,Machine Learning Engineer,Natural Language Processing,Strong,Average,Weak
STU_01542,0,CSE,1,very_low,1.4948695594196215,11.564595723390276,19,0,3,0,0,0,0,2,5.0,9.3,4.1,5.5,0.1,Low,3.0,Business,1,4,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_01543,1,CSE,1,very_low,0.8217016697705576,3.946279411521199,17,0,1,0,0,0,1,2,5.6,7.1,2.3,5.5,3.5,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_01544,1,ECE,1,very_low,1.0027983635819373,14.158956534023782,21,1,2,0,1,0,0,0,5.5,8.9,1.0,5.1,3.5,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_01545,0,CSE,2,low,1.5913657381425088,12.888463392596332,17,0,2,0,1,0,0,2,5.5,9.1,4.4,1.4,3.6,Low,2.9,Psychology,1,3,1,6,5,1,44000,6,8,Entry,,,,,,,
STU_01546,0,CSE,2,high,3.427620857629511,7.944550591324651,6,1,4,0,0,0,0,1,7.5,5.3,2.0,8.9,0.3,High,3.5,Psychology,3,7,3,8,7,3,72000,8,7,Mid,Computer Science,Machine Learning,Machine Learning Engineer,Natural Language Processing,Strong,Average,Weak
STU_01547,0,Mechanical,3,medium,2.902602512683793,6.78406862543836,8,1,3,0,0,1,0,1,5.3,7.8,1.7,8.5,0.7,Low,3.0,Arts,1,3,1,6,5,1,54000,6,8,Entry,Computer Science,Mobile App Development,Mobile App Developer,iOS App,Average,Weak,Strong
STU_01548,1,ECE,3,medium,2.9594927281039074,3.165725121181961,1,1,3,0,1,0,0,1,5.4,9.0,4.2,3.4,2.0,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,Computer Science,Blockchain Technology,Blockchain Engineer,Smart Contracts Developer,Weak,Average,Strong
STU_01549,1,IT,7,high,3.060881655966949,6.859330394001564,4,0,2,0,1,1,0,2,8.7,5.6,1.5,7.1,1.1,High,3.2,Marketing,2,5,2,7,6,2,64000,7,7,Mid,Computer Science,Database Management,Database Administrator,SQL Database Administration,Weak,Strong,Average
STU_01550,0,ECE,6,low,1.6052743861754348,7.7410002386977395,15,0,0,1,0,0,0,4,5.3,10.0,2.0,6.3,0.4,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_01551,1,Mechanical,3,medium,2.8656747490202017,14.71907121030356,13,1,4,1,0,0,0,2,7.0,9.6,4.2,0.2,3.0,Moderate,3.0,Business,1,4,1,6,5,1,52000,6,8,Entry,Computer Science,Data Science,Data Scientist,Machine Learning,Average,Strong,Weak
STU_01552,0,CSE,6,low,2.328311711261717,1.5739715341501892,6,0,0,0,0,1,0,1,6.0,6.8,6.0,2.7,2.5,Moderate,2.9,Arts,0,2,0,6,5,0,34000,5,7,Entry,,,,,,,
STU_01553,1,IT,8,very_low,0.3578088919508027,8.457368181181742,25,0,2,1,0,0,0,2,6.1,9.9,2.6,1.4,4.0,Moderate,2.8,Arts,0,2,0,5,4,0,31000,5,7,Entry,,,,,,,
STU_01554,0,Civil,8,very_low,1.165394363121266,18.673578122658704,22,0,1,0,1,0,0,1,5.3,9.6,0.6,6.5,2.0,Low,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,,,,,,,
STU_01555,0,CSE,7,very_low,1.465549386433812,1.232159705849385,17,0,3,0,0,0,0,1,5.5,8.9,1.0,5.1,3.5,Low,3.0,Business,1,4,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_01556,1,CSE,6,medium,2.513286133011632,1.591762947440849,5,0,3,0,0,0,0,1,7.0,6.4,1.6,7.4,1.6,Moderate,3.0,Business,1,4,1,6,5,1,52000,6,8,Entry,Computer Science,Blockchain Technology,Blockchain Engineer,Smart Contracts Developer,Weak,Average,Strong
STU_01557,1,ECE,8,very_low,0.5964170171485198,10.34241776226661,26,1,0,0,0,0,0,3,6.7,5.6,2.5,9.1,0.1,High,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_01558,0,IT,1,low,2.465117413971901,2.8766894198062176,6,0,2,0,0,0,0,2,6.0,6.8,0.3,9.4,1.5,Moderate,3.0,Business,1,4,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_01559,0,Mechanical,3,low,1.811155480929165,3.761171329581512,13,0,2,0,0,0,0,0,6.3,8.8,3.6,2.6,2.7,Moderate,3.0,Arts,1,3,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_01560,1,CSE,7,medium,2.6823160526270176,5.069875065143807,2,0,0,1,0,1,0,2,7.0,7.4,6.0,0.9,2.7,Moderate,2.9,Business,1,4,1,6,5,1,48000,6,8,Entry,Computer Science,Machine Learning,Machine Learning Engineer,Natural Language Processing,Strong,Average,Weak
STU_01561,1,ECE,7,low,1.907640379807341,18.17835488242908,21,1,2,0,1,0,0,3,6.1,9.9,2.6,1.4,4.0,Moderate,2.9,Business,1,4,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_01562,1,CSE,4,low,2.3019321078440558,18.55801259724054,11,0,2,0,1,0,1,2,6.0,6.8,6.0,2.7,2.5,Moderate,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_01563,1,CSE,4,very_low,1.1799034066853449,17.347092782307158,25,1,0,1,1,0,0,2,5.3,7.6,4.5,4.2,2.4,Low,2.9,Psychology,1,3,1,6,5,1,44000,6,8,Entry,,,,,,,
STU_01564,0,CSE,5,very_low,1.3055845144947993,17.08691965565431,25,1,2,0,0,0,0,3,6.2,6.1,0.4,9.8,1.5,Moderate,3.0,Marketing,1,3,1,6,5,1,40000,6,8,Entry,,,,,,,
STU_01565,1,CSE,6,very_high,3.576909015459067,19.27635322376361,3,1,4,0,0,0,0,2,9.7,8.1,3.5,1.6,1.1,High,3.6,Marketing,3,7,3,9,8,3,94000,9,6,Mid,Computer Science,Computer Graphics,Graphics Programmer,3D Modeling,Weak,Average,Strong
STU_01566,1,ECE,4,medium,2.615653764886057,3.410607787875506,5,0,0,0,0,0,0,0,8.0,5.6,5.9,3.8,0.7,High,3.0,Psychology,1,3,1,6,5,1,46000,6,7,Entry,Computer Science,Web Development,Web Developer,E-commerce Website,Weak,Strong,Strong
STU_01567,0,IT,5,low,2.499459429635027,5.253866197600104,7,0,2,0,0,0,0,4,5.3,10.0,2.0,6.3,0.4,Low,2.8,Arts,0,2,0,5,4,0,31000,5,7,Entry,,,,,,,
STU_01568,0,CSE,7,medium,2.5094912303073182,16.53455296792564,12,0,3,0,0,0,0,2,6.3,5.7,3.7,6.3,2.0,High,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,Computer Science,Database Management,Database Administrator,SQL Query Optimization,Average,Weak,Strong
STU_01569,1,IT,2,medium,2.670559614819829,10.672338626184215,7,0,3,1,0,0,0,2,5.2,6.2,3.3,5.8,3.5,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,Computer Science,Web Development,Web Developer,E-commerce Website,Weak,Strong,Strong
STU_01570,0,Mechanical,4,very_low,0.9326697393710618,9.213699469642677,25,1,1,1,0,0,0,1,5.0,9.3,4.1,5.5,0.1,Low,2.9,Arts,0,2,0,6,5,0,34000,5,7,Entry,,,,,,,
STU_01571,1,CSE,2,very_high,3.588887939765012,9.64712417165506,1,1,2,1,0,0,1,2,8.7,7.6,1.9,3.6,2.2,High,3.6,Engineering,3,7,3,9,8,3,98000,8,6,Mid,Computer Science,Cloud Computing,Cloud Solutions Architect,AWS Deployment,Weak,Strong,Average
STU_01572,1,IT,6,low,2.4556437547462835,2.3289104816942285,6,0,2,0,0,0,0,1,5.3,7.7,3.8,5.1,2.1,Low,2.9,Business,1,4,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_01573,0,ECE,4,low,1.919956439918208,16.8492821367115,18,1,1,0,1,1,0,1,5.3,9.6,0.6,6.5,2.0,Low,3.0,Arts,1,3,1,6,5,1,54000,6,8,Entry,,,,,,,
STU_01574,1,CSE,5,low,1.5913657381425088,12.888463392596332,17,0,2,0,1,0,0,2,5.0,9.3,4.1,5.5,0.1,Low,3.0,Psychology,1,3,1,6,5,1,44000,6,8,Entry,,,,,,,
STU_01575,1,Mechanical,7,very_low,0.9157121795938512,1.2863844638716704,21,0,3,0,0,0,0,2,6.3,7.6,1.9,5.2,3.0,Moderate,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_01576,0,IT,7,high,3.1122811365205387,19.94845878107108,7,0,3,0,0,0,0,3,8.0,5.5,2.4,4.9,3.2,High,3.4,Law,2,5,2,8,7,2,82000,7,6,Mid,Computer Science,Cloud Computing,Cloud Solutions Architect,Cloud Infrastructure Management,Strong,Weak,Weak
STU_01577,1,Mechanical,6,medium,2.995458295719109,1.0012905418658868,0,0,2,0,0,0,0,1,6.2,9.9,3.7,3.5,0.7,Moderate,3.0,Arts,1,3,1,6,5,1,54000,6,8,Entry,Computer Science,Cloud Computing,Cloud Solutions Architect,AWS Deployment,Weak,Strong,Average
STU_01578,1,Civil,4,low,2.3311089198970865,2.7186549473464128,5,0,2,0,0,1,0,1,6.0,6.8,6.0,2.7,2.5,Moderate,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_01579,0,ECE,7,very_low,1.3620437691526197,15.958863785066,16,0,0,1,0,0,1,3,6.7,6.0,0.4,7.5,3.4,Moderate,3.0,Psychology,1,3,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_01580,0,CSE,3,very_high,3.5326403833692965,14.204196966325298,2,1,3,0,1,0,0,2,9.8,6.6,0.9,5.2,1.5,High,3.6,Engineering,3,7,3,9,8,3,98000,8,6,Mid,Computer Science,Data Mining,Data Analyst,Market Analysis,Strong,Average,Weak
STU_01581,1,Civil,2,low,1.9212686469167608,15.130771669906132,16,0,2,0,1,0,0,2,6.7,5.6,2.5,9.1,0.1,High,3.0,Psychology,1,3,1,6,5,1,42000,6,8,Entry,,,,,,,
STU_01582,1,IT,7,high,3.2011819553323124,17.806051142270405,6,0,2,1,0,0,0,1,6.1,8.0,2.3,3.9,3.7,Moderate,3.5,Psychology,3,7,3,8,7,3,90000,8,7,Mid,Computer Science,Mobile App Development,Mobile App Developer,Android App Development,Average,Weak,Strong
STU_01583,1,CSE,6,very_low,0.0815731844151463,2.7730505822660745,28,0,2,1,0,0,0,3,5.2,8.4,0.1,7.9,2.4,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_01584,0,Mechanical,2,very_low,0.1361659080098038,3.456401029129046,25,0,0,0,0,0,0,3,5.3,10.0,2.0,6.3,0.4,Low,3.0,Arts,1,3,1,6,5,1,46000,6,8,Entry,,,,,,,
STU_01585,1,ECE,4,very_low,1.1941661337644758,9.383549921855431,25,0,2,0,1,0,0,2,5.5,6.7,5.2,4.8,1.8,Low,2.9,Psychology,1,3,1,6,5,1,44000,6,8,Entry,,,,,,,
STU_01586,1,ECE,5,very_low,0.8959029903990774,0.7539478084534124,20,0,1,1,1,0,0,0,5.5,9.1,4.4,1.4,3.6,Low,3.0,Business,1,4,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_01587,1,IT,3,very_low,0.906353743453148,1.0337135982226364,20,0,3,0,1,0,0,3,6.1,9.7,2.8,2.5,2.9,Moderate,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_01588,0,CSE,5,medium,2.759021764954944,13.005939481470152,3,0,2,1,0,0,0,2,7.7,7.1,5.1,3.7,0.4,Moderate,2.9,Arts,0,2,0,6,4,0,35000,5,7,Entry,Computer Science,Database Management,Database Administrator,SQL Query Optimization,Average,Weak,Strong
STU_01589,1,CSE,2,very_low,1.106713497753671,9.110033904384403,25,1,3,0,0,0,1,2,5.7,5.0,1.0,9.3,3.0,High,3.0,Business,1,4,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_01590,1,CSE,8,high,3.300928568970799,16.24827315247801,4,1,2,0,0,0,0,3,6.7,9.8,4.0,3.4,0.1,Moderate,3.5,Psychology,3,7,3,8,7,3,86000,8,7,Mid,Computer Science,Cybersecurity,Information Security Analyst,Network Security,Average,Weak,Strong
STU_01591,0,IT,1,high,3.2094931359032093,6.511622650380229,6,1,2,0,1,1,0,4,8.4,9.7,0.7,3.7,1.5,High,3.4,Psychology,2,5,2,8,7,2,80000,7,6,Mid,Computer Science,Cybersecurity,Information Security Analyst,Network Security,Average,Weak,Strong
STU_01592,0,ECE,7,medium,2.546516637246023,6.682860447677244,6,1,0,0,0,0,1,1,7.2,9.7,1.1,3.5,2.5,Moderate,2.9,Business,1,4,1,6,5,1,48000,6,8,Entry,Computer Science,Mobile App Development,Mobile App Developer,iOS App,Average,Weak,Strong
STU_01593,0,IT,7,very_low,1.4444766951837589,17.841487021872414,24,0,3,0,1,0,0,1,5.1,8.8,0.8,8.3,1.0,Low,3.0,Psychology,1,3,1,6,5,1,46000,6,7,Entry,,,,,,,
STU_01594,1,IT,3,low,2.3002961351673665,10.978650489986752,17,0,4,0,0,0,0,1,6.3,8.8,3.6,2.6,2.7,Moderate,3.0,Psychology,1,3,1,6,5,1,42000,6,8,Entry,,,,,,,
STU_01595,1,Civil,4,low,1.597365745031795,11.074564627967224,18,0,3,0,0,0,0,3,5.9,5.5,3.8,6.9,1.9,High,2.8,Arts,0,2,0,5,4,0,31000,5,7,Entry,,,,,,,
STU_01596,0,CSE,6,very_low,0.9424153953595232,15.167695431798355,27,0,3,1,1,0,0,1,5.3,7.6,4.5,4.2,2.4,Low,3.0,Arts,1,3,1,6,5,1,54000,6,8,Entry,,,,,,,
STU_01597,1,CSE,4,very_low,1.1314027355141834,18.72251143080269,24,0,3,0,1,0,0,2,6.7,5.6,2.5,9.1,0.1,High,3.0,Business,1,4,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_01598,1,Mechanical,7,low,2.44385726431874,9.507181353617373,10,1,2,0,1,0,0,0,5.5,8.9,1.0,5.1,3.5,Low,3.0,Psychology,1,3,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_01599,1,ECE,5,low,2.228511429722963,17.430913614162527,5,0,0,0,0,0,0,2,5.3,5.2,0.4,11.1,2.0,High,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,,,,,,,
STU_01600,1,ECE,3,very_low,0.9636319307546236,13.142376781225469,27,1,4,0,1,0,0,2,5.3,10.0,2.0,6.3,0.4,Low,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,,,,,,,
STU_01601,1,CSE,1,high,3.219333348074609,8.517863100733635,6,1,3,1,0,0,0,0,6.8,5.3,4.0,4.2,3.7,High,3.2,Engineering,2,5,2,7,6,2,68000,7,6,Mid,Computer Science,Database Management,Database Administrator,SQL Query Optimization,Average,Weak,Strong
STU_01602,0,IT,7,very_low,1.3399355086329854,7.559367112825683,21,0,3,1,0,0,0,2,5.8,7.0,0.3,9.5,1.4,Low,2.9,Business,1,4,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_01603,1,CSE,8,low,1.722115750240589,18.915494340169214,20,0,3,1,0,0,0,1,6.2,6.1,0.4,9.8,1.5,Moderate,3.0,Business,1,4,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_01604,0,CSE,2,medium,2.522694547891483,6.052806812736291,7,0,4,0,0,0,0,1,6.5,5.3,2.5,6.4,3.3,High,2.9,Arts,0,2,0,6,5,0,34000,5,7,Entry,Computer Science,Database Management,Database Administrator,SQL Query Optimization,Average,Weak,Strong
STU_01605,0,CSE,8,low,2.185710840310208,3.879879124467944,9,1,0,0,0,0,0,2,5.4,6.9,1.9,6.2,3.6,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_01606,1,ECE,3,medium,2.5094912303073182,16.53455296792564,12,0,3,0,0,0,0,2,7.4,9.8,4.2,1.7,0.9,Moderate,3.0,Arts,1,3,1,6,5,1,54000,6,8,Entry,Computer Science,Data Science,Data Scientist,Machine Learning,Average,Strong,Weak
STU_01607,1,Mechanical,6,low,2.0746999767813343,1.0101494166456426,6,0,1,0,1,0,0,1,5.5,6.7,5.2,4.8,1.8,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_01608,1,IT,5,medium,2.7996697335356093,19.411466652547208,5,0,2,0,0,0,1,2,6.6,5.6,1.1,7.1,3.6,High,3.0,Arts,1,3,1,6,5,1,46000,6,8,Entry,Computer Science,Software Development,Software Engineer,Social Media Platform,Average,Weak,Strong
STU_01609,1,Mechanical,5,very_low,1.3299645378768772,5.690239194848883,21,1,3,0,0,1,0,2,6.7,6.0,0.4,7.5,3.4,Moderate,2.9,Business,1,4,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_01610,1,ECE,7,very_low,0.9273215453238872,3.874341015525957,17,0,2,0,0,0,1,0,5.7,5.0,1.0,9.3,3.0,High,3.0,Arts,1,3,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_01611,1,ECE,8,low,1.9879647265294176,5.072849486827511,8,0,0,0,1,0,0,1,5.6,7.1,2.3,5.5,3.5,Low,3.0,Psychology,1,3,1,6,5,1,46000,6,7,Entry,,,,,,,
STU_01612,0,CSE,2,low,2.288505685252231,17.900677177068737,12,0,2,0,1,0,1,0,6.1,9.9,2.6,1.4,4.0,Moderate,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,,,,,,,
STU_01613,0,ECE,4,low,1.7359565115853166,5.045056677103408,14,1,1,1,0,0,0,2,5.3,7.7,3.8,5.1,2.1,Low,3.0,Arts,1,3,1,6,5,1,46000,6,8,Entry,,,,,,,
STU_01614,0,IT,5,medium,2.942198841728139,18.061950140986195,7,1,2,0,0,1,0,2,5.9,6.7,1.3,7.6,2.5,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,Computer Science,Data Science,Data Scientist,Machine Learning,Average,Strong,Weak
